bachelor 42512
aforementioned 15939
Skopbank 25848
124.5 43264
fatter 37085
Kleiber 28500
quantitative 21025
140,000 16779
high-living 36982
Clause 25616
124.2 32022
Matsuo 13393
fatten 35477
Networks 29395
mayonnaise 39166
190-point 3666
Apt 18123
51%-held 41450
six-fold 22761
224,070,000 43069
Document 10097
freshness 27868
dibenzofurans 29912
Pilferage 39394
defines 21605
Mattes 22012
BSB 29779
hemorrhaging 9105
beautiful 27831
eventual 2607
reassert 19146
styling 7233
N.J.-based 32217
Jutting 31785
BSN 20518
fee-forfeiture 22278
defined 3821
computer-assembly 44091
Needham 25328
Macari 27039
Holliger 567
genes 1399
dissecting 18254
Mattel 31619
swells 38358
Scenario 20143
PLAYER 41485
Moscow-based 17439
Ara 25705
Arc 25210
clouded 33692
42.875 15641
two-dimensional 25090
Are 18081
slithering 39197
creating 1265
Gross 17635
infringe 18319
Ark 19977
reckons 31315
Arm 2035
Stock 2629
sweeping 5088
monitors 14937
biotech 34838
Group 4719
Art 13743
342.50 26409
refineries 21335
10-11 24852
air-conditioned 30595
Merhige 27025
Swedes 35134
Dealers 11081
chemists 35397
rusticated 8176
Sweden 14885
worries 9529
Intermec 42342
Ash 15070
reported 1697
Valentine 29461
price-skirmishing 35514
Ask 41604
worried 890
kitchen 12071
prevented 12443
flashlight 40234
creation 5032
Wisconsin 5894
Callender 30319
150-plus 39933
89.875 26944
presages 40660
discount-toy 35654
mega-problems 18871
weightings 42970
reporter 12056
automotive-emissions-testing 17248
Pharmaceutical 9768
cadets 42214
Grove 9308
marketing 344
Assicurazioni 32445
torture 12792
Weakens 25655
Ate 28377
mistress 42179
polymeric 39717
six-foot 20516
reassess 39487
insubstantial 31070
margins 4278
slapped 17715
anti-takeover 528
telecommunication 28894
glare 20978
receptionists 35942
terrestrial 42159
punishing 17132
holidays 22680
deception 34303
4\/4 43406
fellows 37181
Bristol 16263
HUGO 7916
integrated-circuit 4682
starts 7827
budget 1182
Lingus 44067
actual 1178
glass 16124
Everglades 22410
trade-offs 9279
Hambrecht 9734
gizmo 11843
Odyssey 664
McFall 42528
Involved 23531
Judicial 5287
kiddies 1778
technologies 5685
adorned 5060
sketchiest 11725
Avi 12607
Ivory 26317
MEASUREX 40985
redound 28582
Temper 43570
bottom-line 9201
low-level 24567
assume 8258
Grows 39362
Matsuda 11361
19-month 19325
memory 282
Barnard 25871
ghost-busting 12057
quarter-to-quarter 7792
204-lawyer 14631
Dennis 17195
disaster 7923
dissection 41381
Feders 19006
hitch 3611
dunes 20606
clampdown 34473
attends 11897
Hopwood 17224
Ramsey 41854
Abbie 18955
sure-fire 33292
Senate-passed 38240
Yehudi 32838
Purchase 16697
glycols 31180
disease-resistant 27856
balking 23218
discordant 37618
Axa 29255
Street-style 41180
stylist 34565
earliest 21371
GENENTECH 40948
budged 3853
chlorine 16450
Axe 36435
stylish 34559
11-point 35032
marvel 11611
Arboretum 32734
KC-10 43600
nationalistic 13115
Hecla 19820
relenting 23341
Averae 43221
rewarding 15692
Ammonium 19204
funnel 18395
Amber 40109
ledgers 13328
regulate 16510
Regalia 39256
obstacles 9796
facade 36830
pre-merger 23158
squabbling 20619
self-regulatory 35705
candies 24609
Components 8531
Danny 10038
outings 19131
unblock 37645
stockpiling 34476
coats 16062
FOES 17762
Computer 4645
Villages 28290
specifically 3315
MINIMUM-WAGE 10602
Poetry 28952
enter 4524
Luehrs 35811
music-entertainment 38855
vomiting 13517
Tactical 39892
flowers 6596
Willamette 9789
evangelist-industrialist 6496
Chekovian 32331
czars 18225
dates 3082
Finucane 20873
Ambrosiano 32442
Athens 34217
creative 558
straitjacket 38269
37.2 42019
coast 14538
37.5 13047
twelvefold 35125
37.6 30234
37.7 42063
eyebrows 12025
37.8 13697
Finding 4555
newsworthy 37333
Reidy 38182
pro-life 37817
Athena 24805
37.1 31466
collegial 22227
STAGED 17763
Given 15737
bright 16076
planned 4283
Butte 42594
Indianapolis-based 20103
WITHHOLDING 28911
expansionary 16556
fetal 37981
Ciba-Geigy 15486
Bobar 12490
hazards 22646
Ad-Unit 43511
congressman 11114
assure 5687
pretext 18057
Mazowiecki 28311
holdings 6020
gracious 44384
planner 20025
top-heavy 31060
top-drawer 42938
Year-earlier 26006
Magnet 8454
Telaction 10160
Jibril 37973
downtime 16950
Viewpoint 5455
fetch 9976
Gives 43627
coconuts 36204
Bobby 14993
Diabetes 20100
cornucopia 27883
outlines 11089
oasis 27598
policymaker 8588
endorsement 21800
compact 7291
possession 24103
Latham 15921
SUNY 8446
bushels 26296
subcommittees 19902
runaway 12435
Bronces 13000
11,742,368 20547
Prince 4025
disconnected 36993
outlined 7527
349,900 9388
bandied 29560
audible 26903
35mm 32769
maverick 27821
claimants 27020
nimble 39614
Cunin 42901
CAE 43751
Melinda 41776
Mattis 44383
Albania 41213
10-gallon 12838
613.7 41736
FLIGHT 20868
hounded 5133
Ba3 26337
air-conditioner 42911
whippings 30697
whiskery 35883
Mattia 43633
antagonists 19322
condemns 23252
channeled 34316
tilts 36906
deceptive 10826
critical 12744
DIED 30417
shutdowns 16801
jetliners 28421
Emil 25202
CBI 29322
envision 8796
Hard-hitting 36719
guarded 29567
11-2 42711
DIET 31633
CBS 6127
tramping 27859
Diabetic 20098
Pretoria 10488
BanPonce 33890
possessing 10494
dated 11517
exotic 6656
psychic 12179
introduction 7892
Oscar 18783
annals 35818
Navigation 5576
cursing 23624
Bad 22976
revenge 42614
CCD 32768
utopia 40604
absolutism 37811
thesaurus 37920
Reich 874
crescendo 13161
17,699 7213
threads 18233
ratifying 37312
18,000 16360
Bam 19774
11.5 10354
11.4 27058
Bar 296
11.3 13643
11.2 29509
11.1 9212
high-paying 12466
25-cent-a-share 38477
Richardson-Vicks 17880
11.0 35035
Poyner 38429
exonerated 15785
Bay 2290
11.9 20454
11.8 22955
demands 5132
11.7 14920
powerhouse 18355
11.6 13642
Heart 37003
CDA 38666
last-second 29146
CDC 4722
contracted 13188
underline 39478
Porkapolis 27322
CDL 40633
parliament 6799
viewing 16029
Rubenstein 17925
95.90 10725
Simon 10733
CDU 29360
retrieval 19837
cost-containment 9210
exemplar 27799
money-fund 5029
Freight 29692
GANNETT 29696
Space 9833
wrondgoing 23497
D&B 26610
prejudices 38361
paled 37185
terroristic 13154
Regie 24385
carefully 8275
handpicked 31444
Mazda 13896
Welles 41409
CEO 5876
buyer 5773
prejudiced 22913
Heard 24921
wide-ranging 6198
distinctively 34584
CDs 3284
Wrighting 27507
80-year-old 21882
Misawa 26100
125.7 38511
policyholders 21865
Proverbs 33241
Samsung-Corning 43063
Maryland 12693
125.1 17402
Bucaramanga 21648
attitude 3886
giveaways 28071
CFD 18445
average 1707
CFC 11008
substandard 41032
compare 10313
pluralism 13151
undemocratic 31067
virtues 22121
54.625 28632
choosing 17484
35th 26464
Tiger 31376
prospectuses 18919
Federico 1058
journal 12901
Employers 4136
Located 25389
superbly 656
unlike 3973
Flaws 34480
override 4155
Jiang 23793
Bee 43078
business 310
Bel 29178
withdrawing 30590
Ben 15839
Iraqi 33643
night-vision 29414
astride 39158
constrained 18544
hightailing 38353
McGillicuddy 11770
outpace 30057
Planters 16679
Giants 13256
taught 20795
Cowboys 33323
Nacchio 21969
grumble 23858
borrow 6398
Isabella 23253
Guber-Peters 6112
desert 11837
Osaka 13319
Emma 31621
FOOD 6321
Heavy 10262
Labs 29894
retrieved 33774
plurality 8166
Koskotas 18679
massages 33745
Disasters 34542
Hindu 42679
suppressor 14303
Insight 6640
Lack 19095
CIA 4585
FORD 40943
stray 8781
Brooks 10032
chartered 21902
static 4595
subcontracting 39325
journey 22107
CIM 39005
remained 2945
curvy 25721
charter-shipping 38008
mendacity 24072
CIT 42116
Brooke 13996
Nghe 36548
1.9000 8658
acceptance 19139
road-building 22118
narrowing 8667
all-black 31855
Labe 44157
distract 39049
54,000 13013
virtual 11289
Wade 27221
Industrial 1522
Volatility 10588
pumped 22298
Corporate 9180
countermeasures 38804
back 1970
resisting 26843
heeded 28824
Zagros 43604
Lady 25494
Wada 32034
states 2231
pales 39745
Westridge 36428
ferry 8992
Translated 19769
company 139
Antolini 17665
engagements 23437
638,000 37431
77,500 15257
'' 9
Big 2045
billions 4766
erudite 32376
relax 455
Linger 23477
trafficker 13846
checkpoints 38125
concerns 4691
Magnin 16653
Bit 36221
shuttle-busing 36780
Hines 12589
Lada 24330
high-pressure 31983
baby 14314
Illustrated 14501
telesystems 20915
Quickview 27152
showing 2988
flip-flop 33595
disk-drive 10618
angora 40028
Waldheim 43336
armies 28132
industrialized 8183
'N 24600
Premarin 39267
'S 11942
58.75 27104
anti-infectives 39284
attempt 1633
95.11 11569
characterizes 14277
tiles 39916
re-enter 33764
D.C 5719
Kingsbridge 29237
ferreting 14347
retrofitting 37761
'd 2005
dearly 34474
frayed 18343
CML 37741
social-affairs 20576
dispatchers 33032
made 1235
'm 2103
CMS 17555
recalculating 9960
statue 38411
filmed 15825
D.T 30737
's 12
yielded 1339
Florida 1836
next-generation 14717
curry 29301
Octel 19756
hoping 7160
Laff 27007
Trail 42566
sideline 7950
CNA 40707
Gabriela 28560
maniac 21154
Petco 40277
Train 8828
Gabriele 20041
Ohara 37484
chipped 31275
status 2099
127,446 20800
Industries 4220
nobility 22607
baddebt 27273
imperious 5334
Okobank 5668
CNN 34129
CO. 40893
95.39 31731
bags 9118
curve 31749
extraneous 38258
cultivating 17934
Spahr 27041
D.s 30448
Ngoc 36546
overhanging 31728
RIVER 41477
Cablevision 5526
58.97 29332
CNW 9947
huckstering 23971
willfully 41160
interest-rate-type 20030
nonregulated 37508
cholesterol-lowering 15495
brewers 39589
condemnation 5308
nurse 12508
brewery 26603
coalition 8773
pristine 37342
disappointments 19813
Metromedia-ITT 3194
characterized 7704
Wage 9467
Wagg 20346
peaked 22379
95.25 37683
150,000-square-foot 27115
Sonet-based 26979
Altogether 5999
71.75 18539
Tilted 25209
95.22 29777
Spain 11863
Brunswig 28645
deriving 38873
CPC 34689
pampered 21208
Peter 598
darts 35627
CPI 38642
embargoes 41118
Jachmann 43550
Aslanian 27013
non-communist 2906
mail 279
stinging 11717
bait 25609
Petronas 36662
Tucson 9618
Exclusive 40867
95.57 23230
inspections 16967
Reagan-era 17961
main 3911
networking 26934
Lake 9314
bail 1625
embargoed 41531
Trade 2564
revenue 2809
strip 23178
Bob 2662
Magnus 30012
1263.51 38595
pretense 5302
Aziza 17928
credit 2395
Copper 12970
spotty 15682
maid 29038
wide-scale 40528
intensive 2731
fraudulent 10091
-- 195
Bon 25859
Salerno 36459
recanted 17170
Wain 8272
Monarch 36069
Box 29397
Spago 41364
Lipman 15014
Boy 29484
Elisa 44255
600-ship 43623
42,374 12477
CRA 17312
varieties 35906
814,000 30792
shimmered 28720
I-880 38281
soloist 32842
CRI 33231
four-man 23842
Wait 36220
Walk 15341
43.375 36427
Wall 3047
CRS 40711
Japanese-Americans 23152
Osamu 11639
Wald 42369
95.75 40536
Lama 43442
Lamb 41795
Mednis 30722
non-Cocom 17128
balk 17997
Haskins 35603
ball 2207
95.72 36970
CSC 38604
palms 5059
threats 20116
bald 25275
polyurethane 30562
Walt 5929
suppressed 13387
litigators 18649
make 157
240,000 5305
hostilities 38629
245.3 27063
Steinbeck 41366
CRs 25613
hardcore 27155
double-edged 36298
Wako 2953
waving 29182
CSX 23021
eloquently 24742
Tracy 6866
yuppies 11910
color-coded 33763
Trace 10005
intensity 26074
freeing 12228
reprinted 28356
bestseller 39638
Blaine 14647
Luzon 18419
conspired 6199
Dynapert 22964
interagency 33268
Track 25313
trending 8637
10.50 41761
attorney-consultant 12687
fiber-optic 40451
dearth 26982
convention-goers 11207
Vogelstein 14281
Wang 23384
friendships 32597
constraints 12430
trees 17372
vacillation 27192
hiding 6227
porcelains 34383
bank 1561
Departure 16487
meaning 10549
bang 29423
inpenetrable 32411
34.25 28619
46.02 31109
drive-train 31827
Eliot 33889
10.59 9738
band 11983
1. 29480
Laos 38313
released 687
10 88
378.30 20222
11 896
Lamson 34710
12 2903
Equally 14318
13 2438
Argentina 12395
10.62 41921
366.55 43153
14 2978
15 100
16 4966
17 231
10.66 19532
18 4073
mall 18351
19 3
Lane 263
Circuit 14590
Lang 27008
self-explanatory 38835
allied 40569
CVB 31016
Argentine 37585
balm 44234
Land 1307
Seats 2548
Giraffe 34172
366.50 34913
Preferred 27943
26-man 40546
vastly 13628
illusionist 25449
Mariana 23275
highest 2713
regained 15683
single-cell 29860
CVN 9560
index-related 39243
U.S.A. 3386
allies 3756
male 1315
20 1340
21 2912
22 8143
Abraham 14270
23 4051
24 4053
Estimate 21779
25 246
26 2441
unmelodic 43399
27 5441
personal-computer 13331
28 5613
10.33 41967
29 2881
latitude 21959
wiping 29625
re-creating 37473
CWA 26919
Lloyds 11468
uproar 22932
landfill 38463
remember 2075
Bud 20850
Tigue 14094
1988-return 7826
Bug 35219
10.35 21111
10.37 29161
Bum 33344
30 1418
Trans 3903
10.38 19573
398,000 39039
31 2292
32 1960
But 245
33 8785
34 4954
Bus 22168
35 1955
10.40 32043
expression 9623
36 10206
re-creation 19097
37 544
childhood 14369
star 16896
366.79 32014
38 10378
Muskegon 27339
39 4247
Chips 31589
reprisals 35351
10.44 38563
Buy 34694
10.43 41922
big-risk 29189
22.25 23198
bans 13081
22.26 25807
many 172
entrepreneur 8869
stay 1018
Uniroyal 10767
releases 16731
off-balance 20925
Azerbaijan 6744
Sears 19185
one-megabit 11458
Sparc 27151
Guests 32354
Heber 21142
stab 33148
Wilhelm 20988
inspire 20296
legitimize 20663
progress 3509
paintbrush 25922
10.48 5605
search-and-examination 37856
3M 40042
Lehman 9434
Australia 1940
40 3016
respected 17262
41 15720
42 3754
seeks 5926
43 9773
44 2340
post-crash 13703
45 1733
delectable 27897
operable 34211
366.85 38652
46 3751
treat 14191
Climate 19890
Wars 27614
alumnus 40681
47 4302
abortion 13496
48 12270
49 8130
refunding 9540
366.89 20330
10.11 31740
uninsured 5571
seven-member 43737
numbers 1395
20.125 9325
Vellante 11078
navigator 38013
expressing 9626
Innis-Maggiore-Olson 29962
personal-injury 30511
Warm 36286
nominate 27032
specs 43535
Last 4703
tread 23894
dynasty 16918
multipleuser 17111
barn 27077
Wash 7910
Wary 10835
televising 34420
10.13 38566
Ismaili 4064
power-plant 21143
50 1548
10.14 10730
51 3003
10.17 17548
bare 19561
52 9581
delectably 28200
10.16 43186
53 1717
54 2186
chenille 15557
55 2212
56 11492
tractors 11688
57 16239
58 9523
59 2342
redesigned 17889
Chino 31326
maps 38131
seeds 1335
Deputy 21786
hefty 3094
Promises 30749
Downey 31511
seedy 41508
Zamya 42919
modification 18931
stingier 22805
Vitaly 18175
Ward 18727
60 2344
Polysilicon 31190
61 2824
62 8015
63 9006
64 12085
65 7994
66 2851
67 9574
Options 15301
68 4007
69 19109
58.50 42013
needed 6042
invoking 9639
Wheels 37802
mass 7717
401-18 28330
71.25 37497
contemptible 34610
speed 2190
Whether 15435
snowbirds 25557
auction 2430
bats 43005
admit 4024
Electricity 38451
China 1358
17,500 30674
uneven 15675
70 1440
Iranian 20664
71 14685
72 2201
single-job 26938
73 11851
Laux 43076
74 15224
bath 29657
75 2703
76 5438
mask 25919
77 13762
78 11850
79 9541
Late 9778
mart 19188
Chill 24694
foresees 24771
stew 39460
postwar 7123
38.9 28337
MORTGAGE 2444
71.36 38994
7A 35663
ostentatiously 42829
Australia-based 26178
7B 35664
Yastrzemski 2061
predictability 20634
flat-headed 27846
revivals 41327
Yates 6237
bars 8524
foreseen 35008
scribe 38922
38.1 32465
bass 627
38.2 3225
378.87 20223
10.09 36968
eagerly 12783
state-level 37860
38.4 43184
38.5 5936
mare 7952
38.7 38857
Wolfgang 23783
38.8 35097
80 409
81 9699
10.01 37278
step 1873
82 8909
bash 13460
death-sentence 31965
83 5489
Milwaukee-based 11246
10.03 39225
84 18219
85 4764
10.05 5632
Petit 11758
anti-clotting 14221
mark 11954
86 14952
CAPITAL 25754
10.08 40535
base 2141
stem 7930
87 15316
88 11059
asset-allocation 24957
89 2345
trend 3286
538,000 21028
repayable 40864
ragtime 43408
exerpts 25220
democratized 35638
Exporting 20620
46.80 8966
incentive 13413
impediments 17975
invoices 18742
steel-reinforced 25689
Ringer 41753
9. 42685
90 2179
Steinberg 32951
maul 3637
91 9175
29,700 20550
92 226
93 4307
94 2905
95 8877
capitalists 9235
Chile 12998
96 9802
Child 29716
97 11534
98 5585
99 5550
coal-fired 19545
3,855.60 36356
Steven 6145
playoff 21438
Yasuo 8608
asset-forfeiture 22282
Survey 15302
tragedies 37336
priceless 4826
more-volatile 26200
suntan 34423
upper-middle 22914
Endo 26472
mate 27190
glittery 24522
OCN-PPL 30218
Ends 6424
missionary 619
math 21298
stated 5627
contractor 4586
sub-underwriters 30144
Antique 37417
Takamori 11360
spanking 18199
forehead 42147
watchdogs 41207
McCarty 20712
across 3311
antagonistic 6814
18-month-old 14528
unwise 17768
Chan 36518
Petty 2823
Chao 39214
Ackerman 10012
Luxurious 21667
admen 26849
Scandinavian 18937
Singh 42645
Boardrooms 41899
disagreement 12629
DAF 39431
sperm 24737
Cuddeford 29985
uniquely 30798
opinion 6639
Graphics 14497
614.5 34775
46.50 16247
614.6 38823
weakling 30695
soldier 36555
Asset-backed 37204
DAT 17010
devotion 40296
DAX 3109
rail-traffic 34941
stir 16837
DAY 43557
10.93 29776
hospitals 10755
10.95 31648
734.2 10773
resuscitating 12765
Traub 23048
Enid 33001
10.98 39228
existence 12757
Profit-taking 14244
pragmatists 21812
rebounded 2914
maze 28898
life-of-contract 29597
whooping 20940
12-2 10752
expressive 28563
22.75 31995
22.76 20301
whacky 17363
statutorily 43016
22.78 35000
Cuomo 21735
pleasantries 8163
exaggerate 11860
Bocas 42228
22.70 9944
upturn 26640
spell 19491
Caa 34550
Ways 4741
12.4 9834
22.82 31646
Can 8265
12.3 9306
visitors 11663
opining 36507
concerts 938
12.2 11460
Cap 29224
12.1 37493
45-year-old 2132
one-tenth 13437
Car 17309
mammoths 42156
bays 31748
Eugene 10088
12.9 9601
12.8 21534
seems 1145
12.7 26024
honored 30937
734.8 37747
12.6 26105
12.5 4297
temblors 15142
higher-priced 22356
interrogators 41787
Amcap 39854
humorist 23424
DDB 25327
Chief 11430
10.75 38349
profit-taking 13045
configuration 23367
10.77 8685
DDI 26547
41,900 7231
rendezvoused 3614
new-found 29259
Patriarca 32281
Gintel 36128
Chem 18897
unwind 20535
platform 12387
sternly 27193
adman 26776
22.50 31851
Cher 40303
provenance 43690
spend 8122
Tripoli 25372
Chex 29443
Since 5800
10.78 31504
Chez 4822
Kostelanetz 43454
dock-siders 38380
piasters 22558
Nikolai 42907
fairness 18758
DEA 12753
monolithic 19180
12-count 19307
10.83 26027
DEC 36390
10.86 17739
Fruit 40310
Roskind 39845
Petre 41994
spent 4777
Petro 36578
Fas-antigen 30109
Sorting 37756
Establishing 27958
22.61 9551
DES 13542
abortive 42171
watering 3632
Toepfer 43858
Bicycling 42582
Future 11949
Griffin 30044
impersonator 31886
fabricate 14944
seduce 15927
demographics 12948
DFC 1620
under-inclusion 43044
temporary 2627
A$ 14880
Peduzzi 5324
implanting 30268
catch-up 26724
Postels 41867
continously 44118
A. 1727
anguish 28510
cultivates 33336
Oriani 35410
emergencies 22309
Staley 22401
Embassy 6830
property- 36581
awaiting 14254
specialty-material 43062
understanding 11204
toughness 1527
quantity-based 30967
reassessing 38741
fairy 28425
low-margin 8907
shortest 43107
ragged 4451
AB 21106
Geographic 43493
sanctuary 7698
246.6 8144
AG 4705
246.9 30843
B. 4931
AM 14064
version 4132
AN 25766
cocoa 26320
Emerson 31918
AP 32537
B2 26339
planning 9113
loony 38900
AS 22139
staunch 42585
AT 13469
stop 5348
humbled 32932
Worcester 5694
Playboy 26015
AmBase 31629
retroactive 22677
prudence 22313
DJIA 24295
re-evaluating 33473
C$ 5934
Ad 8065
BE 27702
Abby 10914
peaches 15868
Ah 33335
BK 14021
in-home 22954
hamstrung 18635
Chin 39720
immediately 382
C. 4245
Al 8051
quarterback 33329
Am 15394
Chip 17177
An 749
Spielvogel 8012
BP 36231
Nomura 1521
dinkiest 17190
BDDP 43515
As 1740
BT 11151
At 1366
RobertsCorp 43181
Aw 19978
obelisk 29959
Abbe 38143
stump 21789
CB 21544
CD 3266
cultivated 42759
Be 18124
DIG 23137
CF 40922
grand-jury 5106
Provenza 28518
stung 29550
non-fortress-like 33823
D. 2870
code-related 38078
Grusin 39996
CO 43880
Bo 35712
CS 10558
ArgoSystems 17117
stunt 15386
characterize 29402
126.1 27426
flips 1755
missions 6520
Lasorda 41605
Meanwhile 1653
skyrocketed 2625
By 3981
severe 5017
126.6 13301
tearing 17358
evaporated 15044
Ca 34549
DD 29233
Che 33444
Gartner 39003
Cyprus 29680
Chi 33038
DJ 37074
E. 1715
Co 1450
fling 43642
Markey 13728
Amcast 43744
scalawags 41299
Nokomis 36926
Cy 16914
complements 37054
stub 31536
Cie 10231
EC 14149
549,365 44366
faint 20631
Accords 28090
spouses 6888
De 23086
Stalin 15086
primary-election 34292
Di 23134
agrarian-reform 35182
F. 3256
reassigned 18553
Do 5312
Elecktra 24148
Market 2523
socalled 38878
Ds 28434
ET 33146
kindly 23795
Du 8462
Abel 41794
loose 8544
loathsome 15928
conferees 25644
crawling 43624
lasting 967
tradition-bound 23053
Ed 542
vacationers 20840
FE 37960
Shultz 22703
Railway 5638
Anglo-Dutch 17834
highpriced 29346
750-car-a-day 40954
DLJ 26663
10th 11462
El 2813
publicity-seeking 6541
G. 6714
FM 13463
largish 16528
subsumed 31587
buyouts 32249
FT 35034
amalgamations 41694
Gilmore 20272
E-Z 43400
Keidanren 11704
drug-approval 41590
Ente 21326
entombed 29953
fails 7036
GE 13698
Fe 9862
pageant 28715
blood-filled 29902
females 30153
embargos 41532
GM 2602
H. 2822
GP 9865
Westminister 39099
foot-tall 34178
Palisades 30100
DNA 10181
Ryder 12689
kicks 24887
adjudicators 34960
Ga 2226
Glasnost 1122
HD 32767
HE 7924
Pachyderms 16819
sick-building 41499
HG 25069
tries 8246
occupation 7568
I. 13245
revalued 40806
HP 17109
Go 24553
occurs 13552
investors 151
0.025 10719
tried 1671
